GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,PRETRACTA,TRACTA,POSTTRCTA,AREANAME,BLW001,BM4001,BM4002,BM4003,BM4004,BM4005,BMX001,BMY001,BMY002,BMY003,BMZ001,BMZ002,BMZ003,BMZ004,BMZ005,BMZ006,BMZ007,BMZ008,BMZ009,BMZ010,BMZ011
"G42000300021B","1930","Pennsylvania","42","Allegheny","003",,"0021","B","Tract    0021B    in Pittsburgh PA",4947,1988,1750,807,402,0,1137,335,796,6,0,3,6,30,122,120,23,21,4,1,5
"G42000300021C","1930","Pennsylvania","42","Allegheny","003",,"0021","C","Tract    0021C    in Pittsburgh PA",2295,1155,767,366,7,0,544,253,289,2,1,1,4,18,107,105,12,2,1,1,1
"G42000300021D","1930","Pennsylvania","42","Allegheny","003",,"0021","D","Tract    0021D    in Pittsburgh PA",5542,2582,1594,712,652,2,1381,347,1015,19,1,2,2,12,63,93,65,86,10,13,0
"G42000300021E","1930","Pennsylvania","42","Allegheny","003",,"0021","E","Tract    0021E    in Pittsburgh PA",1022,626,204,130,61,1,254,55,196,3,0,0,0,0,3,5,17,16,9,3,2
"G42000300021F","1930","Pennsylvania","42","Allegheny","003",,"0021","F","Tract    0021F    in Pittsburgh PA",5595,1898,1985,1208,497,7,1320,323,992,5,10,5,2,22,96,80,41,42,16,9,0
"G42000300022A","1930","Pennsylvania","42","Allegheny","003",,"0022","A","Tract    0022A    in Pittsburgh PA",2866,1927,498,287,142,12,474,127,344,3,0,0,1,1,2,14,19,47,15,28,0
"G42000300022B","1930","Pennsylvania","42","Allegheny","003",,"0022","B","Tract    0022B    in Pittsburgh PA",4762,2794,1183,547,231,7,1159,231,922,6,0,2,3,2,29,70,47,44,23,11,0
"G42000300022C","1930","Pennsylvania","42","Allegheny","003",,"0022","C","Tract    0022C    in Pittsburgh PA",1721,917,515,216,71,2,454,122,327,5,0,0,0,1,16,25,20,37,11,11,1
"G42000300022D","1930","Pennsylvania","42","Allegheny","003",,"0022","D","Tract    0022D    in Pittsburgh PA",980,615,237,125,1,2,249,35,213,1,0,0,0,1,2,2,5,12,9,3,1
"G42000300022E","1930","Pennsylvania","42","Allegheny","003",,"0022","E","Tract    0022E    in Pittsburgh PA",2952,1987,617,327,17,4,640,35,591,14,0,0,0,0,4,6,2,5,10,8,0
"G42000300022F","1930","Pennsylvania","42","Allegheny","003",,"0022","F","Tract    0022F    in Pittsburgh PA",1369,511,384,147,324,3,331,72,252,7,29,3,1,9,16,9,2,2,0,1,0
"G42000300022G","1930","Pennsylvania","42","Allegheny","003",,"0022","G","Tract    0022G    in Pittsburgh PA",1220,652,312,198,52,6,288,11,273,4,1,1,0,0,0,1,1,4,1,2,0
"G42000300023A","1930","Pennsylvania","42","Allegheny","003",,"0023","A","Tract    0023A    in Pittsburgh PA",6797,2974,2618,1183,21,1,1896,496,1392,8,3,7,11,32,138,143,74,36,17,18,17
"G42000300023B","1930","Pennsylvania","42","Allegheny","003",,"0023","B","Tract    0023B    in Pittsburgh PA",6676,3190,2294,1102,71,19,1651,363,1274,14,2,4,3,10,43,91,60,70,28,49,3
"G42000300023C","1930","Pennsylvania","42","Allegheny","003",,"0023","C","Tract    0023C    in Pittsburgh PA",3835,1074,1774,963,24,0,859,82,776,1,4,0,2,2,24,25,11,7,5,2,0
"G42000300024A","1930","Pennsylvania","42","Allegheny","003",,"0024","A","Tract    0024A    in Pittsburgh PA",6802,2972,2632,1182,16,0,1690,733,955,2,2,14,14,75,273,239,71,30,6,4,5
"G42000300024B","1930","Pennsylvania","42","Allegheny","003",,"0024","B","Tract    0024B    in Pittsburgh PA",5346,2516,1990,840,0,0,1241,471,770,0,7,15,25,46,129,150,45,43,4,7,0
"G42000300024C","1930","Pennsylvania","42","Allegheny","003",,"0024","C","Tract    0024C    in Pittsburgh PA",3757,1461,1617,666,13,0,872,426,444,2,3,2,9,31,159,159,34,22,5,1,1
"G42000300025A","1930","Pennsylvania","42","Allegheny","003",,"0025","A","Tract    0025A    in Pittsburgh PA",4185,2326,1161,474,224,0,1038,381,655,2,0,4,11,15,128,128,47,24,9,13,2
"G42000300025B","1930","Pennsylvania","42","Allegheny","003",,"0025","B","Tract    0025B    in Pittsburgh PA",8118,3626,2359,1164,969,0,2120,601,1512,7,1,5,10,31,192,211,88,49,11,3,0
"G42000300025C","1930","Pennsylvania","42","Allegheny","003",,"0025","C","Tract    0025C    in Pittsburgh PA",1652,910,525,189,28,0,442,223,207,12,2,6,2,25,86,66,21,8,5,1,1
"G42000300025D","1930","Pennsylvania","42","Allegheny","003",,"0025","D","Tract    0025D    in Pittsburgh PA",2531,1082,732,272,445,0,667,227,438,2,1,9,16,29,96,55,12,9,0,0,0
"G42000300026A","1930","Pennsylvania","42","Allegheny","003",,"0026","A","Tract    0026A    in Pittsburgh PA",2256,1085,758,247,166,0,553,345,207,1,11,2,7,23,57,73,40,64,25,42,1
"G42000300026B","1930","Pennsylvania","42","Allegheny","003",,"0026","B","Tract    0026B    in Pittsburgh PA",2159,1232,718,204,5,0,562,366,196,0,0,1,1,2,12,76,104,99,47,22,2
"G42000300026C","1930","Pennsylvania","42","Allegheny","003",,"0026","C","Tract    0026C    in Pittsburgh PA",1213,560,469,184,0,0,286,149,135,2,0,2,2,2,25,40,34,29,5,5,5
"G42000300026D","1930","Pennsylvania","42","Allegheny","003",,"0026","D","Tract    0026D    in Pittsburgh PA",1078,655,342,81,0,0,272,165,107,0,0,0,1,0,2,26,33,63,21,17,2
"G42000300026E","1930","Pennsylvania","42","Allegheny","003",,"0026","E","Tract    0026E    in Pittsburgh PA",1297,690,440,167,0,0,345,131,213,1,0,1,0,4,22,45,37,13,6,2,1
"G42000300026F","1930","Pennsylvania","42","Allegheny","003",,"0026","F","Tract    0026F    in Pittsburgh PA",1606,994,474,138,0,0,426,269,156,1,0,0,0,0,7,19,31,97,65,50,0
"G42000300026G","1930","Pennsylvania","42","Allegheny","003",,"0026","G","Tract    0026G    in Pittsburgh PA",976,464,305,99,108,0,232,108,124,0,0,0,1,2,26,28,35,8,7,1,0
"G42000300026H","1930","Pennsylvania","42","Allegheny","003",,"0026","H","Tract    0026H    in Pittsburgh PA",3840,2131,1086,370,253,0,998,495,500,3,2,2,17,15,79,143,116,82,27,12,0
"G42000300026I","1930","Pennsylvania","42","Allegheny","003",,"0026","I","Tract    0026I    in Pittsburgh PA",3045,1692,1014,317,22,0,767,386,380,1,0,1,2,17,67,128,63,68,21,15,4
"G42000300026J","1930","Pennsylvania","42","Allegheny","003",,"0026","J","Tract    0026J    in Pittsburgh PA",1869,909,671,205,84,0,458,264,194,0,3,6,6,31,75,69,33,31,2,8,0
"G42000300026K","1930","Pennsylvania","42","Allegheny","003",,"0026","K","Tract    0026K    in Pittsburgh PA",4227,1920,1633,674,0,0,940,518,417,5,1,16,23,66,198,136,37,30,3,2,6
"G42000300027A","1930","Pennsylvania","42","Allegheny","003",,"0027","A","Tract    0027A    in Pittsburgh PA",4159,2390,1303,388,78,0,1114,640,474,0,1,3,1,5,13,78,119,238,112,70,0
"G42000300027B","1930","Pennsylvania","42","Allegheny","003",,"0027","B","Tract    0027B    in Pittsburgh PA",3664,1860,1267,496,41,0,891,613,270,8,5,4,5,12,41,85,97,232,84,47,1
"G42000300027C","1930","Pennsylvania","42","Allegheny","003",,"0027","C","Tract    0027C    in Pittsburgh PA",4015,1893,1554,568,0,0,893,484,409,0,0,0,2,6,53,147,78,125,45,26,2
"G42000300027D","1930","Pennsylvania","42","Allegheny","003",,"0027","D","Tract    0027D    in Pittsburgh PA",4221,743,1769,1149,559,1,587,137,450,0,2,0,2,10,49,34,12,22,5,1,0
"G42000300027E","1930","Pennsylvania","42","Allegheny","003",,"0027","E","Tract    0027E    in Pittsburgh PA",7024,2276,3275,1472,0,1,1533,756,776,1,6,4,20,63,223,279,86,66,7,1,1
"G42000300027F","1930","Pennsylvania","42","Allegheny","003",,"0027","F","Tract    0027F    in Pittsburgh PA",2257,599,1074,584,0,0,487,259,226,2,0,1,23,53,60,87,23,10,2,0,0
"G42000300027G","1930","Pennsylvania","42","Allegheny","003",,"0027","G","Tract    0027G    in Pittsburgh PA",2899,973,1264,628,34,0,660,303,357,0,0,3,7,18,60,100,58,48,6,3,0
"G42000300028A","1930","Pennsylvania","42","Allegheny","003",,"0028","A","Tract    0028A    in Pittsburgh PA",1495,733,437,170,154,1,324,174,147,3,0,2,1,6,31,57,36,27,8,3,3
"G42000300028B","1930","Pennsylvania","42","Allegheny","003",,"0028","B","Tract    0028B    in Pittsburgh PA",1155,726,306,123,0,0,290,162,117,11,0,1,1,3,30,60,33,22,6,1,5
"G42000300028C","1930","Pennsylvania","42","Allegheny","003",,"0028","C","Tract    0028C    in Pittsburgh PA",1429,916,367,146,0,0,392,228,145,19,1,1,0,9,30,75,62,40,5,2,3
"G42000300028D","1930","Pennsylvania","42","Allegheny","003",,"0028","D","Tract    0028D    in Pittsburgh PA",1515,961,427,118,9,0,374,239,132,3,0,0,2,10,27,95,48,48,5,2,2
"G42000300028E","1930","Pennsylvania","42","Allegheny","003",,"0028","E","Tract    0028E    in Pittsburgh PA",2109,957,884,214,54,0,281,141,136,4,0,14,9,14,32,60,6,5,0,0,1
"G42000300028F","1930","Pennsylvania","42","Allegheny","003",,"0028","F","Tract    0028F    in Pittsburgh PA",1073,648,285,122,18,0,264,164,96,4,0,4,0,17,47,52,28,11,1,2,2
"G42000300029A","1930","Pennsylvania","42","Allegheny","003",,"0029","A","Tract    0029A    in Pittsburgh PA",3968,2071,1449,440,8,0,933,533,398,2,2,7,13,49,89,168,129,46,14,15,1
"G42000300029B","1930","Pennsylvania","42","Allegheny","003",,"0029","B","Tract    0029B    in Pittsburgh PA",6611,3446,2403,762,0,0,1617,986,625,6,0,1,2,46,187,360,189,124,41,34,2
"G42000300029C","1930","Pennsylvania","42","Allegheny","003",,"0029","C","Tract    0029C    in Pittsburgh PA",5454,2903,1900,648,2,1,1338,774,557,7,0,7,4,13,84,239,214,148,35,27,3
"G42000300030A","1930","Pennsylvania","42","Allegheny","003",,"0030","A","Tract    0030A    in Pittsburgh PA",8303,4745,2722,818,15,3,2026,1228,788,10,2,0,14,28,151,430,289,246,45,18,5
"G42000300031A","1930","Pennsylvania","42","Allegheny","003",,"0031","A","Tract    0031A    in Pittsburgh PA",2621,1054,1032,468,63,4,535,219,310,6,6,11,12,24,77,61,15,6,2,0,5
"G42000300031B","1930","Pennsylvania","42","Allegheny","003",,"0031","B","Tract    0031B    in Pittsburgh PA",2811,1832,698,281,0,0,672,469,198,5,2,9,28,90,130,147,28,19,13,2,1
"G42000300032A","1930","Pennsylvania","42","Allegheny","003",,"0032","A","Tract    0032A    in Pittsburgh PA",1319,775,390,154,0,0,303,198,102,3,0,1,8,41,40,48,42,14,0,0,4
"G42000300032B","1930","Pennsylvania","42","Allegheny","003",,"0032","B","Tract    0032B    in Pittsburgh PA",2041,1243,567,231,0,0,490,334,147,9,1,3,9,14,36,93,140,28,5,2,3
"G42000300032C","1930","Pennsylvania","42","Allegheny","003",,"0032","C","Tract    0032C    in Pittsburgh PA",1607,886,515,156,50,0,389,254,132,3,1,3,6,18,34,56,97,35,0,1,3
